id,source,dateTimeOcurred,nercRegion,areaAffected,disturbanceType,energyLossInMegaWatts,numCustomersAffected,restorationDateTime
103,2008_Annual_Summary.xls,Wed Jul 23 05:56:00 EDT 2008,[TRE],"Port Isabel, Harlingen, Weslaco, Pharr, San Benito, Mission, McAllen, Edinburg, Texas",Hurricane Dolly,703,211266,
109,2008_Annual_Summary.xls,Thu Jul 24 07:23:00 EDT 2008,[NPCC],"Bangor Hydro System, northern Maine",Electric System Separation/Severe Lightning Storms,180,110000,
111,2008_Annual_Summary.xls,Sat Aug 02 08:00:00 EDT 2008,[SERC],Georgia and Alabama,Severe Thunderstorms,400,131115,
112,2008_Annual_Summary.xls,Sun Aug 03 01:30:00 EDT 2008,[SERC],"Mississippi, Louisiana, Texas",Severe Thunderstorms,,59500,
113,2008_Annual_Summary.xls,Mon Aug 04 06:00:00 EDT 2008,[RFC],The ComEd Territory,Severe Weather,,653000,
114,2008_Annual_Summary.xls,Tue Aug 05 03:00:00 EDT 2008,[RFC],Northwest Indiana,Severe Storms,0,63000,
115,2008_Annual_Summary.xls,Sat Aug 09 00:00:00 EDT 2008,[SPP],Texas Panhandle and Eastern New Mexico,Declared Energy Emergency Alert 1/Made Public Appeals,0,0,
116,2008_Annual_Summary.xls,Fri Aug 15 00:52:00 EDT 2008,[WECC],Part of Seattle's Downtown,Made Public Appeals,100,8000,
117,2008_Annual_Summary.xls,Sat Aug 16 05:23:00 EDT 2008,[TRE],City of Lubbock,Lightning/Transmission Equipment Damage,153,71823,
118,2008_Annual_Summary.xls,Sat Aug 16 08:14:00 EDT 2008,[PR],Island of Puerto Rico,Shed Firm Load/Voltage Reduction,300,200000,
119,2008_Annual_Summary.xls,Mon Aug 18 07:22:00 EDT 2008,[PR],North Part of Island,Shed Firm Load,225,100000,
120,2008_Annual_Summary.xls,Tue Aug 19 09:29:00 EDT 2008,[FRCC],Florida,Tropical Storm Fay,,101950,
121,2008_Annual_Summary.xls,Thu Aug 21 07:00:00 EDT 2008,[FRCC],"Alachua, Bay, Brevard, Citrus, Columbia, Dixie, Flagler, Franklin, Gilchrist, Gulf, Hamilton, Hardee, Hernando, Highlands, Jefferson, Lafayette, Lake, Leon, Levy, Madison, Marion, Orange, Osceola, Pasco, Pinellas, Polk, Seminole, Sumter,  Suwannee, Taylor, Volusia and Wakulla Counties in Florida",Tropical Storm Fay,,430000,
122,2008_Annual_Summary.xls,Fri Aug 22 00:00:00 EDT 2008,[RFC],-,Fuel Supply Emergency-Low Coal Inventory Levels,0,0,
123,2008_Annual_Summary.xls,Sun Aug 24 04:30:00 EDT 2008,[SERC],Georgia and Alabama,Tropical Storm Fay,110,87390,
124,2008_Annual_Summary.xls,Sun Aug 31 07:30:00 EDT 2008,[SERC],"Plaquemine, Louisiana",Fuel Supply Curtailed,200,0,
125,2008_Annual_Summary.xls,Sun Aug 31 07:00:00 EDT 2008,[SERC],"Louisiana, Mississippi, Arkansas",Hurricane Gustav,,964000,
127,2008_Annual_Summary.xls,Mon Sep 01 10:30:00 EDT 2008,[SERC],Primarily South and Central Louisiana,Hurricane Gustav,400,150000,
128,2008_Annual_Summary.xls,Mon Sep 01 11:45:00 EDT 2008,[SERC],"Bayou Division and North Lake Division, Louisiana",Hurricane Gustav,,246092,
129,2008_Annual_Summary.xls,Sat Sep 06 07:45:00 EDT 2008,[SERC],Eastern North Carolina,Tropical Storm Hanna,,57000,
130,2008_Annual_Summary.xls,Sat Sep 06 02:15:00 EDT 2008,[SERC],North East North Carolina and Virginia,Tropical Storm Hanna,220,64463,
131,2008_Annual_Summary.xls,Mon Sep 08 10:03:00 EDT 2008,[WECC],A.D. Edmonston Pumping Plant,Fuel Supply Deficiency,300,0,
132,2008_Annual_Summary.xls,Fri Sep 12 05:45:00 EDT 2008,[SERC],"Primarily Southeast Texas, Louisiana, and Arkansas",Hurricane Ike,,705000,
133,2008_Annual_Summary.xls,Fri Sep 12 06:21:00 EDT 2008,[TRE],Greater Houston-Galveston Metro Area,Hurricane Ike,8087,2142678,
134,2008_Annual_Summary.xls,Fri Sep 12 06:21:00 EDT 2008,[TRE],Greater Houston Area-Eastern Region of ERCOT,Hurricane Ike,,2504366,
135,2008_Annual_Summary.xls,Fri Sep 12 08:00:00 EDT 2008,[TRE],Galveston and Brazoria Counties,Hurricane Ike,650,113247,
136,2008_Annual_Summary.xls,Sat Sep 13 10:24:00 EDT 2008,[SERC],Southwest Louisiana,Hurricane Ike,40,50000,
142,2008_Annual_Summary.xls,Sat Sep 13 00:00:00 EDT 2008,[TRE],"North, Central and East Texas",Hurricane Ike,,238392,
143,2008_Annual_Summary.xls,Sat Sep 13 04:00:00 EDT 2008,[SPP],Texas and Louisana,Hurricane Ike,,184501,
144,2008_Annual_Summary.xls,Sun Sep 14 06:30:00 EDT 2008,[RFC],"Ohio, Kentucky, Indiana",Tropical Depression Ike,,875000,
145,2008_Annual_Summary.xls,Sun Sep 14 07:30:00 EDT 2008,[MRO],Missouri and Illinois,Hurricane Ike,,107000,
146,2008_Annual_Summary.xls,Sun Sep 14 10:01:00 EDT 2008,[RFC],"City of Owensboro, Kentucky",High Winds,70,18000,
147,2008_Annual_Summary.xls,Sun Sep 14 11:30:00 EDT 2008,[RFC],State of Kentucky,Tropical Depression Ike,,375000,
148,2008_Annual_Summary.xls,Sun Sep 14 02:00:00 EDT 2008,[RFC],Dayton Ohio Area,Hurricane Ike,1000,95000,
149,2008_Annual_Summary.xls,Sun Sep 14 04:00:00 EDT 2008,[RFC],"Northern Indiana, Central and Central Southern Ohio",Wind Storm,,650000,
150,2008_Annual_Summary.xls,Sun Sep 14 05:00:00 EDT 2008,[RFC],Western Pennsylvania,Wind Storm,72,124596,
151,2008_Annual_Summary.xls,Sun Sep 14 05:00:00 EDT 2008,[RFC],"Southern, Eastern, and Central Ohio",Wind Storm,469,564728,
152,2008_Annual_Summary.xls,Sun Sep 14 05:00:00 EDT 2008,[RFC],Northeast Ohio,Wind Storm,430,245164,
153,2008_Annual_Summary.xls,Sun Sep 14 07:00:00 EDT 2008,[RFC],Allegheny and Beaver Counties in Pennsylvania,Tropical Depression Ike,600,105000,
154,2008_Annual_Summary.xls,Mon Sep 15 00:37:00 EDT 2008,[RFC],Western Pennsylvania,Tropical Depression Ike,546,160875,
155,2008_Annual_Summary.xls,Mon Sep 22 05:49:00 EDT 2008,[PR],Island of Puerto Rico,Shed Firm Load,125,43600,
156,2008_Annual_Summary.xls,Tue Sep 30 02:02:00 EDT 2008,[WECC],"Plumas County, California",Electrical System Separation,30,10000,
158,2008_Annual_Summary.xls,Thu Oct 02 02:50:00 EDT 2008,[SERC],Louisiana,Load Shedding,200,0,
159,2008_Annual_Summary.xls,Sat Oct 25 11:00:00 EDT 2008,[NPCC],Connecticut,Severe Storm,,52000,
161,2008_Annual_Summary.xls,Fri Nov 07 11:13:00 EST 2008,[WECC],Goleta and Santa Barbara Areas of Southern California,Load Shedding,250,140000,
162,2008_Annual_Summary.xls,Fri Nov 07 11:15:00 EST 2008,[WECC],Southern California,Load Shedding,430,400000,
163,2008_Annual_Summary.xls,Tue Nov 11 08:30:00 EST 2008,[PR],Island of Puerto Rico,Shed Firm Load,250,261000,
164,2008_Annual_Summary.xls,Sat Nov 15 09:39:00 EST 2008,[WECC],City of Los Angeles,Brush Fire/Shed Firm Load,211,115500,
166,2008_Annual_Summary.xls,Tue Dec 02 04:30:00 EST 2008,,"St. Louis, Missouri",Fire/Load Shedding,135,53000,
167,2008_Annual_Summary.xls,Tue Dec 09 05:27:00 EST 2008,[RFC],Central New Jersey,Lines Loss/Transmission,438,156729,
168,2008_Annual_Summary.xls,Wed Dec 10 05:09:00 EST 2008,[WECC],Southern Oregon,Equipment Failure/Made Public Appeal,32,3,
169,2008_Annual_Summary.xls,Thu Dec 11 09:00:00 EST 2008,[SERC],"Southern Louisiana, Southern and Central Mississippi",Snow Storm,,91300,
170,2008_Annual_Summary.xls,Thu Dec 11 06:00:00 EST 2008,[NPCC],Northern Dutchess County and Western Ulster County in the Mid-Hudson Region of New York State,Ice Storm,,60000,
171,2008_Annual_Summary.xls,Fri Dec 12 01:00:00 EST 2008,[NPCC],New England,Ice Storm,,970000,
172,2008_Annual_Summary.xls,Fri Dec 12 02:38:00 EST 2008,[NPCC],Eastern New York,Ice Storm,200,190000,
173,2008_Annual_Summary.xls,Fri Dec 12 08:45:00 EST 2008,[NPCC],Southern and Central Maine,Ice Storm,,169757,
174,2008_Annual_Summary.xls,Sat Dec 13 03:30:00 EST 2008,[WECC],Humboldt Area of California,Declared Stage 1 Electric Emergency/Made Public Appeal,5,0,
175,2008_Annual_Summary.xls,Fri Dec 19 01:02:00 EST 2008,[WECC],"East of Oroville, California",Electrical System Separation,1,638,
176,2008_Annual_Summary.xls,Fri Dec 19 08:30:00 EST 2008,[RFC],"Indiana, Michigan and Northwest Ohio",Ice Storm,,140000,
177,2008_Annual_Summary.xls,Fri Dec 19 09:00:00 EST 2008,[RFC],Northwest Indiana,Ice Storm,,50000,
178,2008_Annual_Summary.xls,Fri Dec 26 11:40:00 EST 2008,[WECC],"Orangevale Area of Sacramento, California",Load Shedding,110,50000,
184,2008_Annual_Summary.xls,Fri Dec 26 06:13:00 EST 2008,[HI],"Island of Oahu, Hawaii",Lightning,1060,294000,
185,2008_Annual_Summary.xls,Sat Dec 27 04:00:00 EST 2008,[RFC],Southeastern Michigan,Wind Storm,,247847,
186,2008_Annual_Summary.xls,Sun Dec 28 04:45:00 EST 2008,[RFC],Michigan Lower Peninsula,Wind Storm,,210517,
187,2008_Annual_Summary.xls,Sun Dec 28 11:45:00 EST 2008,[RFC],Michigan Lower Peninsula,Wind Storm,,230000,
188,2008_Annual_Summary.xls,Tue Dec 30 04:02:00 EST 2008,[RFC],"Crawfordsville, Indiana",Shed Firm Load,41,9700,
3,2007_Annual_Summary.xls,Fri Jan 05 10:44:00 EST 2007,[PR],Island of Puerto Rico,Voltage Reduction,0,0,
4,2007_Annual_Summary.xls,Sat Jan 13 05:00:00 EST 2007,[MRO],Missouri and Illinois,Ice Storm,,225000,
5,2007_Annual_Summary.xls,Sat Jan 13 07:30:00 EST 2007,[RFC],Eastern and Lower Michigan,Ice Storm,500,129607,
6,2007_Annual_Summary.xls,Tue Jan 16 02:00:00 EST 2007,[WECC],"Snohomish County, Washington",Major Windstorm,260,110433,
8,2007_Annual_Summary.xls,Tue Feb 13 02:00:00 EST 2007,[RFC],Indiana and Southwest Ohio,Ice/Wind Storm,250,367500,
9,2007_Annual_Summary.xls,Tue Feb 13 05:00:00 EST 2007,[RFC],Central Maryland,Winter Storm,400,155183,
10,2007_Annual_Summary.xls,Sat Feb 24 04:00:00 EST 2007,[MRO],"NE quarter of State of Iowa and Rock Island, Illinois",Ice Storm,210,75000,
11,2007_Annual_Summary.xls,Sat Feb 24 06:00:00 EST 2007,[MRO],Central Iowa and Cedar Rapids areas,Ice Storm,400,140000,
12,2007_Annual_Summary.xls,Sat Feb 24 07:23:00 EST 2007,[RFC],"Cedar Rapids, Iowa",Ice Storm,750,215000,
13,2007_Annual_Summary.xls,Wed Feb 28 00:45:00 EST 2007,[WECC],Northern California,Winter Storm,110,671189,
15,2007_Annual_Summary.xls,Thu Mar 01 09:40:00 EST 2007,[SERC],"Parts of Alabama, Mississippi, Georgia, Florida",Major Storm,95,25445,
16,2007_Annual_Summary.xls,Sat Mar 31 07:30:00 EDT 2007,[ERCOT],"Houston, Texas",Severe Thunderstorms,179,67000,
18,2007_Annual_Summary.xls,Thu Apr 05 09:20:00 EDT 2007,[NPCC],Southern and Coastal Maine,Heavy Snow Storm,,117142,
19,2007_Annual_Summary.xls,Thu Apr 12 00:32:00 EDT 2007,[WECC],"City of Los Angeles, California",High Winds,200,158977,
20,2007_Annual_Summary.xls,Thu Apr 12 09:09:00 EDT 2007,[WECC],"San Francisco Bay Area, California",Trip of a Unit,130,,
21,2007_Annual_Summary.xls,Sat Apr 14 09:00:00 EDT 2007,[NPCC],"Massachusetts, New Hampshire, Rhode Island",High Winds,,70000,
22,2007_Annual_Summary.xls,Mon Apr 16 08:00:00 EDT 2007,[NPCC],New Hampshire,Severe Thunderstorms,,102568,
23,2007_Annual_Summary.xls,Mon Apr 16 10:14:00 EDT 2007,[NPCC],Southern and Coastal Maine,Heavy Snow Storm,,127545,
24,2007_Annual_Summary.xls,Mon Apr 16 11:00:00 EDT 2007,[SERC],North and South Carolina,HIgh Winds,,33000,
25,2007_Annual_Summary.xls,Mon Apr 16 02:00:00 EDT 2007,[RFC],Central Maryland - Baltimore City and surrounding Counties,Severe Thunderstorms,160,138000,
26,2007_Annual_Summary.xls,Mon Apr 16 02:04:00 EDT 2007,[SERC],"North, East and Central Virginia/Parts of Northeast North Carolina",High Winds,90,242000,
28,2007_Annual_Summary.xls,Wed May 02 01:30:00 EDT 2007,[ERCOT],"North Texas, Dallas Fort Worth Metroplex and Surrounding Counties, South to Waco and North to Red River",Severe Storms,,300000,
29,2007_Annual_Summary.xls,Thu May 10 09:57:00 EDT 2007,[WECC],"San Francisco Bay Area, California",Unit Tripped,150,,
30,2007_Annual_Summary.xls,Mon May 14 11:15:00 EDT 2007,[WECC],"San Francisco Bay Area, California",Unit Tripped,150,,
31,2007_Annual_Summary.xls,Tue May 15 03:00:00 EDT 2007,[RFC],Southeastern Michigan,Severe Thunderstorms,500,66000,
32,2007_Annual_Summary.xls,Wed May 16 06:00:00 EDT 2007,[NPCC],All of Connecticut,Severe Storm,,67000,
33,2007_Annual_Summary.xls,Mon May 21 01:48:00 EDT 2007,[WECC],"San Franscisco Bay Area, California",Unit Tripped,140,,
35,2007_Annual_Summary.xls,Fri Jun 01 01:00:00 EDT 2007,[WECC],Restricted Hydroelectric Capability,Fuel Supply Deficiency,,,
36,2007_Annual_Summary.xls,Tue Jun 05 10:56:00 EDT 2007,[WECC],Southwest Idaho and Eastern Oregon,Load Shedding,424,80000,
37,2007_Annual_Summary.xls,Wed Jun 27 03:41:00 EDT 2007,[NPCC],"Northern Manhattan NY (Yorkville) and SW Bronx (Motthaven, Melrose, High Bridge Sections)",Lightning,460,137000,
40,2007_Annual_Summary.xls,Wed Jun 27 03:42:00 EDT 2007,[NPCC],New York State,Loss of Load,460,,
41,2007_Annual_Summary.xls,Fri Jun 29 09:23:00 EDT 2007,[WECC],Metropolitan Phoenix Area,Loss of Load,399,98700,
43,2007_Annual_Summary.xls,Tue Jul 03 10:59:00 EDT 2007,[WECC],CAISO Controlled Grid,Public Appeal,,,
44,2007_Annual_Summary.xls,Thu Jul 05 07:00:00 EDT 2007,[RFC],Southeastern Michigan,Severe Storm,,69000,
45,2007_Annual_Summary.xls,Fri Jul 06 05:18:00 EDT 2007,[WECC],Southeast Idaho and Eastern Oregon,Electrical Separation/Load Shedding/Made Public Appeal,60,0,
46,2007_Annual_Summary.xls,Tue Jul 10 11:00:00 EDT 2007,[NPCC],Eastern New York,Major Storms,650,300000,
47,2007_Annual_Summary.xls,Mon Jul 16 04:17:00 EDT 2007,[WECC],"St. George, Utah",Fire/Load Shedding,306,,
48,2007_Annual_Summary.xls,Wed Jul 18 06:00:00 EDT 2007,[RFC],Northern Counties of Illinois,Severe Weather,300,135000,
49,2007_Annual_Summary.xls,Thu Jul 19 03:00:00 EDT 2007,[RFC],Southwestern Region of Service Territory,Major Storm,,60000,
50,2007_Annual_Summary.xls,Thu Jul 19 03:50:00 EDT 2007,[SERC],"North, East and Central Virginia",Major Storms,72,107000,
52,2007_Annual_Summary.xls,Wed Aug 08 01:00:00 EDT 2007,[SERC],Portions of North Carolina and South Carolina,Made Public Appeal,,,
53,2007_Annual_Summary.xls,Wed Aug 08 03:56:00 EDT 2007,[RFC],Mid-Altantic Region of PJM,Voltage Reduction/Made Public Appeal,,,
54,2007_Annual_Summary.xls,Thu Aug 09 00:45:00 EDT 2007,[SERC],Portions of North Carolina and South Carolina,Made Public Appeal,,,
55,2007_Annual_Summary.xls,Thu Aug 09 02:53:00 EDT 2007,[RFC],"Highland Area of Pittsburgh, Pennsylvania",Severe Thunderstorms,90,55000,
56,2007_Annual_Summary.xls,Fri Aug 10 00:20:00 EDT 2007,[SERC],Portions of North Carolina and South Carolina,Made Public Appeal,,,
57,2007_Annual_Summary.xls,Mon Aug 13 01:30:00 EDT 2007,[SERC],State of Missouri,Severe Thunderstorm,,63000,
58,2007_Annual_Summary.xls,Tue Aug 14 02:00:00 EDT 2007,[SPP],"CSWS Control Area of Southwest Power Pool Parts of Oklahoma, Texas, Louisiana, Arkansas",Declared Energy Emergency Alert2/Heat Wave,20,,
59,2007_Annual_Summary.xls,Thu Aug 16 09:30:00 EDT 2007,[SERC],Virginia and Eastern North Carolina - Primarily in Central Virginia,Severe Weather,200,93300,
60,2007_Annual_Summary.xls,Sun Aug 19 11:34:00 EDT 2007,[SERC],Central and Eastern Virginia,Severe Thunderstorms,100,58500,
61,2007_Annual_Summary.xls,Thu Aug 23 04:00:00 EDT 2007,[RFC],Northern Illinois,Severe Storms,,629590,
62,2007_Annual_Summary.xls,Fri Aug 24 06:00:00 EDT 2007,[RFC],Southeastern Michigan,Severe Storm,,75000,
63,2007_Annual_Summary.xls,Wed Aug 29 01:53:00 EDT 2007,[WECC],Modesto California and the Surrounding Areas,Shed Load,180,26000,
64,2007_Annual_Summary.xls,Wed Aug 29 04:00:00 EDT 2007,[WECC],CAISO Controlled Grid,Made Public Appeal,,,
65,2007_Annual_Summary.xls,Fri Aug 31 00:45:00 EDT 2007,[WECC],CAISO Controlled Grid,Declared Energy Emergency Alert 1/Heat wave,,,
67,2007_Annual_Summary.xls,Mon Sep 03 00:30:00 EDT 2007,[WECC],"San Diego County, Southern Orange County, California",High Temperatures/Made Public Appeals,,,
68,2007_Annual_Summary.xls,Tue Sep 04 08:30:00 EDT 2007,[WECC],"San Diego County, Southern Orange County, California",High Temperatures/Made Public Appeals,,,
69,2007_Annual_Summary.xls,Wed Sep 05 07:53:00 EDT 2007,[ERCOT],"Central Texas, ERCOT Grid",Severe Weather/Transmission Fault-Units Tripped,1084,,
70,2007_Annual_Summary.xls,Thu Sep 06 08:00:00 EDT 2007,[WECC],Hydro Electric System,Fuel Supply Deficiency,,,
71,2007_Annual_Summary.xls,Thu Sep 13 04:00:00 EDT 2007,[SPP],"Between Galveston and Beaumont, Texas",Hurricane Humberto,,118000,
74,2007_Annual_Summary.xls,Mon Sep 17 07:01:00 EDT 2007,[RFC],"City of Crawfordsville, Indiana",Electrical System Separation,50,9600,
75,2007_Annual_Summary.xls,Tue Sep 18 05:14:00 EDT 2007,[MRO],"Minnesota, Wisconsin, North Dakota, South Dakota and Michigan",Electrical System Separation/Load Shedding/ Implemented Emergency Alert/Severe Storms,16,6000,
76,2007_Annual_Summary.xls,Tue Sep 18 05:15:00 EDT 2007,[MRO],"Minnesota, North Dakota, Manitoba",Electrical System Separation/Load Shedding/ Implemented Emergency Alert/Severe Storms,,,
77,2007_Annual_Summary.xls,Tue Sep 18 05:15:00 EDT 2007,[RFC],"Manitoba, Minnesota, North Dakota, Portions of South Dakota and Wisconsin.  Midwest ISO's Market subregions: OTP, NSP, GRE, ALTW, MP",Electrical System Separation/Load Shedding/ Implemented Emergency Alert/ Severe Storms,,11175,
78,2007_Annual_Summary.xls,Mon Sep 24 01:38:00 EDT 2007,[RFC],Southwest Michigan,Unit Tripped,320,,
80,2007_Annual_Summary.xls,Thu Oct 18 03:00:00 EDT 2007,[WECC],Western Washington,High Winds,,160000,
81,2007_Annual_Summary.xls,Mon Oct 22 02:01:00 EDT 2007,[WECC],Southern California,Brush Fire/Load Shedding/Implemented Emergency Alert,451,90323,
82,2007_Annual_Summary.xls,Mon Oct 22 02:05:00 EDT 2007,[WECC],Southern California,Brush Fire/Load Shedding,700,300000,
83,2007_Annual_Summary.xls,Mon Oct 22 02:06:00 EDT 2007,[WECC],"San Diego County, California",Brush Fire/Load Shedding,199,68780,
84,2007_Annual_Summary.xls,Fri Oct 26 06:44:00 EDT 2007,[WECC],Southern Califonia,Brush Fire/Load Shedding,280,20345,
85,2007_Annual_Summary.xls,Fri Oct 26 06:44:00 EDT 2007,[WECC],"Riverside, California",Load Shedding,240,104000,
87,2007_Annual_Summary.xls,Sat Nov 03 06:00:00 EDT 2007,[NPCC],"Eastern Massachusetts, Rhode Island, Cape Cod",Tropical Storm,100,62843,
89,2007_Annual_Summary.xls,Sat Dec 01 06:04:00 EST 2007,[NPCC],State of Maine,Voltage Reduction/Made Public Appeal/Fuel Deficiency,0,0,
90,2007_Annual_Summary.xls,Tue Dec 04 02:16:00 EST 2007,[PR],Island of Puerto Rico,Voltage Reduction,0,0,
91,2007_Annual_Summary.xls,Mon Dec 10 03:08:00 EST 2007,[SPP],"Tulsa, Oklahoma",Ice Storm,,256663,
92,2007_Annual_Summary.xls,Tue Dec 11 04:00:00 EST 2007,[MRO],Eastern half of the State of Kansas,Ice Storm,500,95000,
93,2007_Annual_Summary.xls,Tue Dec 11 08:57:00 EST 2007,[PR],Island of Puerto Rico,Voltage Reduction,0,0,
94,2007_Annual_Summary.xls,Sun Dec 23 01:00:00 EST 2007,[RFC],The Entire ComEd Service Territory,Severe Storm,,237000,
95,2007_Annual_Summary.xls,Sun Dec 23 05:30:00 EST 2007,[RFC],Lower 2/3 of Michigan Lower Peninsula,Winter Storm,50,134288,
3,2006_Annual_Summary.xls,Sat Jan 14 03:45:00 EST 2006,[RFC],"Chester, Montgomery, Delaware, Philadelphia and Bucks Counties, Pennsylvania",High Winds,,142315,
4,2006_Annual_Summary.xls,Wed Jan 18 03:16:00 EST 2006,[NPCC],Southern and Central Maine,Severe Storm,75,63000,
6,2006_Annual_Summary.xls,Sat Feb 04 01:34:00 EST 2006,[WECC],"Snohomish County, Washington",Strong Winds,150,123827,
7,2006_Annual_Summary.xls,Sat Feb 04 04:30:00 EST 2006,[WECC],Western Washington,Severe Windstorm,,140000,
8,2006_Annual_Summary.xls,Sat Feb 11 09:00:00 EST 2006,[RFC],Baltimore Metropolitan and Central Maryland,Major Snow Storm,500,180000,
9,2006_Annual_Summary.xls,Sun Feb 12 00:06:00 EST 2006,[RFC],"Washington DC, Montgomery and Prince Georges Counties MD",Major Snow Storm,300,60000,
10,2006_Annual_Summary.xls,Sun Feb 12 02:00:00 EST 2006,[RFC],Entire Atlantic City Electric territory Southern New Jersey,Winter Snow/Ice Storm,80,130000,
11,2006_Annual_Summary.xls,Sun Feb 12 02:00:00 EST 2006,[RFC],Entire Delmarva Power service territory,Winter Snow/Ice Storm,50,58000,
12,2006_Annual_Summary.xls,Sun Feb 12 05:55:00 EST 2006,[RFC],Northern and Northwestern Virginia,Severe Snow Storm,250,126000,
13,2006_Annual_Summary.xls,Thu Feb 16 00:00:00 EST 2006,[RFC],"Muskegon, Michigan easterly to Bay City, Michigan",Severe Thunderstorm/ Snow/Ice Storm,100,252089,
15,2006_Annual_Summary.xls,Fri Feb 17 04:32:00 EST 2006,[NPCC],Upstate New York,Severe Weather,250,200000,
16,2006_Annual_Summary.xls,Sat Feb 18 08:50:00 EST 2006,[WECC],Colorado,Inadequate Electric Resources to Serve Load,428,,
17,2006_Annual_Summary.xls,Mon Feb 27 06:25:00 EST 2006,[WECC],Northern and Central California,Severe Winter Storm,,160000,
19,2006_Annual_Summary.xls,Thu Mar 09 02:00:00 EST 2006,[SERC],"Arkansas, Mississippi, Louisiana, Southeast Texas",Severe Weather,,73000,
20,2006_Annual_Summary.xls,Sun Mar 12 08:30:00 EST 2006,[RFC],"Springfield, Illinois and vicinity",Severe Weather,200,65400,
22,2006_Annual_Summary.xls,Sun Apr 02 09:00:00 EDT 2006,[RFC],Southern half of Indiana,Major Storms/Tornadoes,1000,186000,
23,2006_Annual_Summary.xls,Fri Apr 07 08:43:00 EDT 2006,[PR],Island of Puerto Rico,Voltage Reduction/Load Shed,116,54700,
24,2006_Annual_Summary.xls,Sat Apr 08 04:00:00 EDT 2006,[SERC],North and Central Alabama and Northern Georgia areas,Severe Weather/ Tornadoes,300,115589,
25,2006_Annual_Summary.xls,Mon Apr 17 03:25:00 EDT 2006,[ERCOT],ERCOT Region of Texas,Load Shed/Declared EECP,1000,200000,
26,2006_Annual_Summary.xls,Mon Apr 17 04:10:00 EDT 2006,[ERCOT],System-wide greater Houston metro area (and across ERCOT),Load Shed/Made Public Appeals/Rolling Blackouts,260,68000,
27,2006_Annual_Summary.xls,Mon Apr 17 04:11:00 EDT 2006,[ERCOT],North and East Texas,Load Shed/ Declared EECP,380,489478,
28,2006_Annual_Summary.xls,Mon Apr 17 04:20:00 EDT 2006,[ERCOT],State of Texas (all of Austin Energy),Load Shed/Made Public Appeals/Rolling Blackouts,,,
29,2006_Annual_Summary.xls,Mon Apr 17 04:35:00 EDT 2006,[ERCOT],AEP Texas Central/Texas North,Load Shed/Declared EECP,108,51404,
30,2006_Annual_Summary.xls,Fri Apr 21 07:00:00 EDT 2006,[ERCOT],System-wide greater Houston metro area,Severe Weather,219,82000,
31,2006_Annual_Summary.xls,Sat Apr 29 02:55:00 EDT 2006,[PR],Island of Puerto Rico,Lightning Storm,237,164105,
35,2006_Annual_Summary.xls,Wed May 03 03:30:00 EDT 2006,[WECC],City of Bakersfield area,Transmission Equipment Failure/Fire,300,55655,
36,2006_Annual_Summary.xls,Thu May 04 02:12:00 EDT 2006,[PR],Island of Puerto Rico,Load Shed,140,94639,
37,2006_Annual_Summary.xls,Fri May 19 03:13:00 EDT 2006,[WECC],"San Francisco Bay area, California",Lightning Strike,133,,
38,2006_Annual_Summary.xls,Thu May 25 07:50:00 EDT 2006,[RFC],"Southwest Ohio, Northern Kentucky, Central Indiana",Severe Weather,800,210000,
40,2006_Annual_Summary.xls,Thu Jun 01 02:12:00 EDT 2006,[HECO],Island of Oahu,Load Shed,120,29300,
41,2006_Annual_Summary.xls,Thu Jun 01 06:00:00 EDT 2006,[RFC],"Chester, Montgomery, Delaware, Philadelphia and Bucks Counties, Pennsylvania",Severe Weather,,111555,
42,2006_Annual_Summary.xls,Thu Jun 01 06:30:00 EDT 2006,[RFC],Central Maryland,Severe Thunderstorms,335,70000,
43,2006_Annual_Summary.xls,Sun Jun 11 06:00:00 EDT 2006,[SERC],"Charlotte, North Carolina Metropolitan area",Severe Thunderstorm,70,72000,
44,2006_Annual_Summary.xls,Thu Jun 22 02:00:00 EDT 2006,[RFC],Ohio and Indiana,Severe Thunderstorms,750,195000,
46,2006_Annual_Summary.xls,Sun Jul 02 06:39:00 EDT 2006,[RFC],Northern Virginia,Severe Thunderstorms,300,75000,
47,2006_Annual_Summary.xls,Tue Jul 04 05:30:00 EDT 2006,[SERC],Northern Virginia,Severe Thunderstorms,335,67000,
48,2006_Annual_Summary.xls,Sun Jul 16 02:00:00 EDT 2006,[RFC],Middle 1/3 of Michigan Lower Peninsula,Severe Lightning Storms,150,315000,
49,2006_Annual_Summary.xls,Mon Jul 17 06:50:00 EDT 2006,[NPCC],"Northwest Queens, New York City",Severe Weather/Public Appeals Made/Voltage Reduction,,25000,
50,2006_Annual_Summary.xls,Mon Jul 17 09:00:00 EDT 2006,[RFC],Northern Counties of Illinois,Severe Lightning Storms,,170519,
51,2006_Annual_Summary.xls,Tue Jul 18 06:36:00 EDT 2006,[RFC],"Chester, Montgomery, Delaware, Philadelphia and Bucks Counties, Pennsylvania",Severe Lightning Storms,,492955,
52,2006_Annual_Summary.xls,Tue Jul 18 08:07:00 EDT 2006,[NPCC],"Norwalk, Stamford, Connecticut",Lightning Storms/Tripped Lines,0,0,
53,2006_Annual_Summary.xls,Wed Jul 19 11:00:00 EDT 2006,[SERC],"Greater Little Rock, Arkansas",Load Reduction/Public Appeals Made,40,8000,
